scenario,tag,relaxation,status,seconds,objective,dual_bound,mip_gap,nodes
rho=0.300000000,vertex-d0.33333-5,False,0,0.04530789999989793,243.81175479215403,243.81175479215403,0.0,1
rho=0.300000000,minimax-d0.33333,False,0,0.2823618999682367,0.592591019763087,0.592591019763087,0.0,151
rho=0.300000000,minimax-d0.33333/Pareto-tie,False,0,0.027221900003496557,732.4326510479063,732.4326510479063,0.0,1
preference-偏重架次-0.3333333333333333,vertex-d0.33333-0,False,0,0.03251490002730861,136.50113649362783,136.50113649362783,0.0,1
preference-偏重架次-0.3333333333333333,vertex-d0.33333-1,False,0,0.016234699985943735,234.45036462866247,234.45036462866247,0.0,1
preference-偏重架次-0.3333333333333333,vertex-d0.33333-2,False,0,0.02438900002744049,234.16740500172534,234.16740500172534,0.0,1
preference-偏重架次-0.3333333333333333,vertex-d0.33333-3,False,0,0.025467999977990985,38.268948731655996,38.268948731655996,0.0,1
preference-偏重架次-0.3333333333333333,vertex-d0.33333-4,False,0,0.024957099987659603,37.98598910471888,37.98598910471888,0.0,1
preference-偏重架次-0.3333333333333333,vertex-d0.33333-5,False,0,0.028626899991650134,135.9352172397536,135.9352172397536,0.0,1
preference-偏重架次-0.3333333333333333,minimax-d0.33333,False,0,0.030578500009141862,0.0,0.0,0.0,1
preference-偏重架次-0.3333333333333333,minimax-d0.33333/Pareto-tie,False,0,0.02754780004033819,645.0908843334533,645.0908843334533,0.0,1
rho=0.200000000,vertex-d0.33333-0,False,0,0.025317199993878603,215.31325440475487,215.31325440475487,0.0,1
rho=0.200000000,vertex-d0.33333-1,False,0,0.014891900005750358,313.2624825397896,313.2624825397896,0.0,1
rho=0.200000000,vertex-d0.33333-2,False,0,0.028428499994333833,117.08106664278313,117.08106664278313,0.0,1
rho=0.200000000,vertex-d0.33333-3,False,0,0.024353499989956617,312.9795229128524,312.9795229128524,0.0,1
rho=0.200000000,vertex-d0.33333-4,False,0,0.027344899950549006,116.79810701584601,116.79810701584601,0.0,1
rho=0.200000000,vertex-d0.33333-5,False,0,0.01515819999622181,214.74733515088064,214.74733515088064,0.0,1
rho=0.200000000,minimax-d0.33333,False,0,0.03560609999112785,0.0,0.0,0.0,1
rho=0.200000000,minimax-d0.33333/Pareto-tie,False,0,0.02467610000167042,645.0908843334533,645.0908843334533,0.0,1
rho=0.230883931,vertex-d0.33333-0,False,0,0.025395400007255375,215.31325440475484,215.31325440475484,0.0,1
rho=0.230883931,vertex-d0.33333-1,False,0,0.02149670000653714,313.2624825397896,313.2624825397896,0.0,1
rho=0.230883931,vertex-d0.33333-2,False,0,0.03261570003814995,117.08106664278313,117.08106664278313,0.0,1
rho=0.230883931,vertex-d0.33333-3,False,0,0.02010830002836883,312.9795229128524,312.9795229128524,0.0,1
rho=0.230883931,vertex-d0.33333-4,False,0,0.034560700005386025,116.79810701584601,116.79810701584601,0.0,1
rho=0.230883931,vertex-d0.33333-5,False,0,0.025786200014408678,214.74733515088067,214.74733515088067,0.0,1
rho=0.230883931,minimax-d0.33333,False,0,0.016919299960136414,0.0,0.0,0.0,1
rho=0.230883931,minimax-d0.33333/Pareto-tie,False,0,0.02213380002649501,645.0908843334533,645.0908843334533,0.0,1
preference-偏重能耗-0.3333333333333333,vertex-d0.33333-0,False,0,0.013744099996984005,372.0583871223601,372.0583871223601,0.0,1
preference-偏重能耗-0.3333333333333333,vertex-d0.33333-1,False,0,0.021145800012163818,469.6742819240614,469.6742819240614,0.0,1
preference-偏重能耗-0.3333333333333333,vertex-d0.33333-2,False,0,0.020452899974770844,274.02619936038826,274.02619936038826,0.0,1
preference-偏重能耗-0.3333333333333333,vertex-d0.33333-3,False,0,0.0184665999840945,469.39132229712425,469.39132229712425,0.0,1
preference-偏重能耗-0.3333333333333333,vertex-d0.33333-4,False,0,0.01954230002593249,273.74323973345116,273.74323973345116,0.0,1
preference-偏重能耗-0.3333333333333333,vertex-d0.33333-5,False,0,0.029336199979297817,371.49246786848585,371.49246786848585,0.0,1
preference-偏重能耗-0.3333333333333333,minimax-d0.33333,False,0,0.10555849998490885,0.1333333333331919,0.1333333333331919,0.0,1
preference-偏重能耗-0.3333333333333333,minimax-d0.33333/Pareto-tie,False,0,0.03336990001844242,646.0908843334528,646.0908843334528,0.0,1
eta=0.66,vertex-d0.33333-0,False,0,0.024791899952106178,216.10875688817228,216.10875688817228,0.0,1
eta=0.66,vertex-d0.33333-1,False,0,0.018177000049035996,314.4557362649157,314.4557362649157,0.0,1
eta=0.66,vertex-d0.33333-2,False,0,0.028378100018016994,117.47881788449183,117.47881788449183,0.0,1
eta=0.66,vertex-d0.33333-3,False,0,0.019081200007349253,314.17277663797853,314.17277663797853,0.0,1
eta=0.66,vertex-d0.33333-4,False,0,0.02766469999914989,117.19585825755472,117.19585825755472,0.0,1
eta=0.66,vertex-d0.33333-5,False,0,0.015980100026354194,215.54283763429805,215.54283763429805,0.0,1
eta=0.66,minimax-d0.33333,False,0,0.04438620002474636,0.0,0.0,0.0,1
eta=0.66,minimax-d0.33333/Pareto-tie,False,0,0.025310600001830608,647.4773917837056,647.4773917837056,0.0,1
rho=0.340000000,vertex-d0.33333-0,False,0,0.028484700014814734,276.4526326596225,276.45263265962245,0.0,1
rho=0.340000000,vertex-d0.33333-1,False,0,0.012123299995437264,400.3263355477313,400.3263355477312,0.0,1
rho=0.340000000,vertex-d0.33333-2,False,0,0.022537799959536642,149.87503739252355,149.87503739252355,0.0,1
rho=0.340000000,vertex-d0.33333-3,False,0,0.012891300022602081,399.95364564789963,399.95364564789963,0.0,1
rho=0.340000000,vertex-d0.33333-4,False,0,0.023668400011956692,149.48610678362326,149.48610678362326,0.0,1
rho=0.340000000,vertex-d0.33333-5,False,0,0.02494750003097579,275.6711656118506,275.6711656118506,0.0,1
rho=0.340000000,minimax-d0.33333,False,0,0.5199626000248827,1.4046723343744891,1.4046723343744891,0.0,433
rho=0.340000000,minimax-d0.33333/Pareto-tie,False,0,0.02021639997838065,828.2356710843951,828.2356710843951,0.0,1
eta=0.6,vertex-d0.33333-0,False,0,0.026875099982134998,217.06335986827315,217.06335986827315,0.0,1
eta=0.6,vertex-d0.33333-1,False,0,0.01909040001919493,315.887640735067,315.887640735067,0.0,1
eta=0.6,vertex-d0.33333-2,False,0,0.028797600010875612,117.95611937454227,117.95611937454227,0.0,1
eta=0.6,vertex-d0.33333-3,False,0,0.020666100026573986,315.6046811081299,315.6046811081299,0.0,1
eta=0.6,vertex-d0.33333-4,False,0,0.03245729999616742,117.67315974760515,117.67315974760515,0.0,1
eta=0.6,vertex-d0.33333-5,False,0,0.02537829999346286,216.49744061439895,216.49744061439895,0.0,1
eta=0.6,minimax-d0.33333,False,0,0.04061570001067594,0.0,0.0,0.0,1
eta=0.6,minimax-d0.33333/Pareto-tie,False,0,0.0329943000106141,650.3412007240082,650.3412007240082,0.0,1
rho=0.320000000,vertex-d0.33333-0,False,0,0.023250000027474016,251.97541964409822,251.97541964409822,0.0,1
rho=0.320000000,vertex-d0.33333-1,False,0,0.012927600007969886,365.5975440787589,365.5975440787589,0.0,1
rho=0.320000000,vertex-d0.33333-2,False,0,0.030678700015414506,136.54860302583285,136.54860302583285,0.0,1
rho=0.320000000,vertex-d0.33333-3,False,0,0.011300600017420948,365.2824977234285,365.2824977234285,0.0,1
rho=0.320000000,vertex-d0.33333-4,False,0,0.03782339999452233,136.2055386270668,136.2055386270668,0.0,1
rho=0.320000000,vertex-d0.33333-5,False,0,0.026483400026336312,251.28688695991863,251.28688695991863,0.0,1
rho=0.320000000,minimax-d0.33333,False,0,0.2640848000301048,0.9587274484307704,0.9587274484307704,0.0,1
rho=0.320000000,minimax-d0.33333/Pareto-tie,False,0,0.04244640003889799,754.9434335832108,754.9434335832108,0.0,0
rho=0.350000000,vertex-d0.33333-0,False,0,0.04198899999028072,276.6832213687246,276.6832213687246,0.0,1
rho=0.350000000,vertex-d0.33333-1,False,0,0.020870300009846687,400.3263355477313,400.3263355477312,0.0,1
rho=0.350000000,vertex-d0.33333-2,False,0,0.04983060003723949,151.41026636519067,151.41026636519067,0.0,1
rho=0.350000000,vertex-d0.33333-3,False,0,0.027654600038658828,399.95364564789963,399.95364564789963,0.0,1
rho=0.350000000,vertex-d0.33333-4,False,0,0.05198850005399436,151.0311625779718,151.03116257797177,0.0,1
rho=0.350000000,vertex-d0.33333-5,False,0,0.04185280000092462,275.9250137942869,275.9250137942869,0.0,1
rho=0.350000000,minimax-d0.33333,False,0,0.15016419999301434,0.7796297396955367,0.7796297396955367,0.0,5
rho=0.350000000,minimax-d0.33333/Pareto-tie,False,0,0.03693349997047335,828.962326421699,828.9623264216989,0.0,1
rho=0.400000000,infeasibility-certificate,False,2,0.0012359999818727374,,,,0
preference-等权-0.3333333333333333,vertex-d0.33333-0,False,0,0.028325700026471168,215.31325440475487,215.31325440475487,0.0,1
preference-等权-0.3333333333333333,vertex-d0.33333-1,False,0,0.015795700019225478,313.2624825397896,313.2624825397896,0.0,1
preference-等权-0.3333333333333333,vertex-d0.33333-2,False,0,0.029957599996123463,117.08106664278313,117.08106664278313,0.0,1
preference-等权-0.3333333333333333,vertex-d0.33333-3,False,0,0.026814600045327097,312.9795229128524,312.9795229128524,0.0,1
preference-等权-0.3333333333333333,vertex-d0.33333-4,False,0,0.027850500016938895,116.79810701584601,116.79810701584601,0.0,1
preference-等权-0.3333333333333333,vertex-d0.33333-5,False,0,0.016320199996698648,214.74733515088064,214.74733515088064,0.0,1
preference-等权-0.3333333333333333,minimax-d0.33333,False,0,0.0315674000303261,0.0,0.0,0.0,1
preference-等权-0.3333333333333333,minimax-d0.33333/Pareto-tie,False,0,0.025362399988807738,645.0908843334533,645.0908843334533,0.0,1
preference-等权-0,vertex-d0.00000-0,False,0,0.026014500006567687,215.03029477781774,215.03029477781774,0.0,1
preference-等权-0,minimax-d0.00000,False,0,0.14485560002503917,0.0,0.0,0.0,27
preference-等权-0,minimax-d0.00000/Pareto-tie,False,0,0.01794950000476092,645.0908843334533,645.0908843334533,0.0,1
rho=0.352670998,vertex-d0.33333-0,False,0,0.025679500016849488,294.4999207067181,294.4999207067181,0.0,1
rho=0.352670998,vertex-d0.33333-1,False,0,0.021397700009401888,426.9597814381458,426.9597814381458,0.0,1
rho=0.352670998,vertex-d0.33333-2,False,0,0.04269390000263229,160.8501664744667,160.85016647446673,0.0,1
rho=0.352670998,vertex-d0.33333-3,False,0,0.034861499967519194,426.5682871796007,426.5682871796007,0.0,1
rho=0.352670998,vertex-d0.33333-4,False,0,0.04381370003102347,160.45002906039497,160.45002906039497,0.0,1
rho=0.352670998,vertex-d0.33333-5,False,0,0.024423399998340756,293.6996458785746,293.6996458785746,0.0,1
rho=0.352670998,minimax-d0.33333,False,0,0.1882331999950111,0.504423082403453,0.504423082403453,0.0,1
rho=0.352670998,minimax-d0.33333/Pareto-tie,False,0,0.039992200036067516,882.3493235551246,882.3493235551246,0.0,1
preference-等权-0.6666666666666666,vertex-d0.66667-0,False,0,0.04245509998872876,215.59621403169203,215.59621403169203,0.0,1
preference-等权-0.6666666666666666,vertex-d0.66667-1,False,0,0.018671399971935898,411.161336968428,411.161336968428,0.0,1
preference-等权-0.6666666666666666,vertex-d0.66667-2,False,0,0.02498139999806881,19.131838507748455,19.131838507748455,0.0,1
preference-等权-0.6666666666666666,vertex-d0.66667-3,False,0,0.014148299989756197,410.5954177145538,410.5954177145538,0.0,1
preference-等权-0.6666666666666666,vertex-d0.66667-4,False,0,0.02551340003265068,18.565919253874227,18.565919253874227,0.0,1
preference-等权-0.6666666666666666,vertex-d0.66667-5,False,0,0.016206700005568564,214.46437552394354,214.46437552394354,0.0,1
preference-等权-0.6666666666666666,minimax-d0.66667,False,0,0.08269609999842942,0.3333333333333002,0.3333333333333002,0.0,1
preference-等权-0.6666666666666666,minimax-d0.66667/Pareto-tie,False,0,0.025174500013235956,645.0908843334533,645.0908843334533,0.0,1
rho=0.100000000,vertex-d0.33333-0,False,0,0.03744779998669401,215.31325440475484,215.31325440475484,0.0,1
rho=0.100000000,vertex-d0.33333-1,False,0,0.015140999981667846,313.2624825397896,313.2624825397896,0.0,1
rho=0.100000000,vertex-d0.33333-2,False,0,0.030663699959404767,117.08106664278313,117.08106664278313,0.0,1
rho=0.100000000,vertex-d0.33333-3,False,0,0.03725829999893904,312.9795229128524,312.9795229128524,0.0,1
rho=0.100000000,vertex-d0.33333-4,False,0,0.03576449997490272,116.79810701584601,116.79810701584601,0.0,1
rho=0.100000000,vertex-d0.33333-5,False,0,0.03201639995677397,214.7473351508806,214.7473351508806,0.0,1
rho=0.100000000,minimax-d0.33333,False,0,0.026249999995343387,0.0,0.0,0.0,1
rho=0.100000000,minimax-d0.33333/Pareto-tie,False,0,0.03523829998448491,645.0908843334533,645.0908843334533,0.0,1
rho=0.230885931,vertex-d0.33333-0,False,0,0.022524500032886863,222.66714637757016,222.66714637757016,0.0,1
rho=0.230885931,vertex-d0.33333-1,False,0,0.03673589997924864,323.7030734118399,323.7030734118399,0.0,1
rho=0.230885931,vertex-d0.33333-2,False,0,0.043641299998853356,121.27689361034409,121.27689361034409,0.0,1
rho=0.230885931,vertex-d0.33333-3,False,0,0.028779500047676265,323.4064991393183,323.4064991393183,0.0,1
rho=0.230885931,vertex-d0.33333-4,False,0,0.06181990000186488,120.98134666263812,120.98134666263812,0.0,1
rho=0.230885931,vertex-d0.33333-5,False,0,0.04374930000631139,222.07605248215825,222.07605248215825,0.0,1
rho=0.230885931,minimax-d0.33333,False,0,0.18147169996518642,0.05980611006601322,0.05980611006601322,0.0,41
rho=0.230885931,minimax-d0.33333/Pareto-tie,False,0,0.04256969998823479,667.1147982895927,667.1147982895927,0.0,1
rho=0.360000000,infeasibility-certificate,False,2,0.0012510999804362655,,,,0
preference-等权-0.16666666666666666,vertex-d0.16667-0,False,0,0.02436629997100681,215.17177459128632,215.17177459128632,0.0,1
preference-等权-0.16666666666666666,vertex-d0.16667-1,False,0,0.024379999958910048,264.1463886588037,264.1463886588037,0.0,1
preference-等权-0.16666666666666666,vertex-d0.16667-2,False,0,0.03261019999627024,166.05568071030044,166.05568071030044,0.0,1
preference-等权-0.16666666666666666,vertex-d0.16667-3,False,0,0.02512509998632595,264.00490884533514,264.00490884533514,0.0,1
preference-等权-0.16666666666666666,vertex-d0.16667-4,False,0,0.02748530003009364,165.9142008968319,165.9142008968319,0.0,1
preference-等权-0.16666666666666666,vertex-d0.16667-5,False,0,0.0155881000100635,214.88881496434922,214.88881496434922,0.0,1
preference-等权-0.16666666666666666,minimax-d0.16667,False,0,0.05527719995006919,0.0,0.0,0.0,1
preference-等权-0.16666666666666666,minimax-d0.16667/Pareto-tie,False,0,0.03171259997179732,645.0908843334533,645.0908843334533,0.0,1
rho=0.250000000,vertex-d0.33333-0,False,0,0.02400480001233518,222.6671463775702,222.6671463775702,0.0,1
rho=0.250000000,vertex-d0.33333-1,False,0,0.015323699975851923,323.70307341183985,323.70307341183985,0.0,1
rho=0.250000000,vertex-d0.33333-2,False,0,0.030827299982775003,121.27689361034409,121.27689361034409,0.0,1
rho=0.250000000,vertex-d0.33333-3,False,0,0.012263900018297136,323.40649913931827,323.40649913931827,0.0,1
rho=0.250000000,vertex-d0.33333-4,False,0,0.02661709999665618,120.98134666263812,120.98134666263812,0.0,1
rho=0.250000000,vertex-d0.33333-5,False,0,0.029186700005084276,222.07605248215825,222.07605248215825,0.0,1
rho=0.250000000,minimax-d0.33333,False,0,0.06549660000018775,0.059806110065494265,0.059806110065494265,0.0,1
rho=0.250000000,minimax-d0.33333/Pareto-tie,False,0,0.022910700005013496,667.1147982895927,667.1147982895927,0.0,1
preference-等权-1.3333333333333333,vertex-d1.33333-0,False,0,0.026291399961337447,19.697757761622682,19.697757761622682,0.0,1
preference-等权-1.3333333333333333,vertex-d1.33333-1,False,0,0.012585200020112097,606.3931265718306,606.3931265718306,0.0,1
preference-等权-1.3333333333333333,vertex-d1.33333-2,False,0,0.02651350002270192,18.0,18.0,0.0,1
preference-等权-1.3333333333333333,minimax-d1.33333,False,0,0.08242689998587593,0.9999999999999697,0.9999999999999697,0.0,7
preference-等权-1.3333333333333333,minimax-d1.33333/Pareto-tie,False,0,0.017698100011330098,645.0908843334533,645.0908843334533,0.0,1
rho=0.352671998,vertex-d0.33333-0,False,0,0.02524649997940287,294.4999207067181,294.4999207067181,0.0,1
rho=0.352671998,vertex-d0.33333-1,False,0,0.02018400002270937,426.9597814381458,426.9597814381458,0.0,1
rho=0.352671998,vertex-d0.33333-2,False,0,0.043007300002500415,160.8501664744667,160.85016647446673,0.0,1
rho=0.352671998,vertex-d0.33333-3,False,0,0.03416529996320605,426.5682871796007,426.5682871796007,0.0,1
rho=0.352671998,vertex-d0.33333-4,False,0,0.04277050000382587,160.45002906039497,160.45002906039497,0.0,1
rho=0.352671998,vertex-d0.33333-5,False,0,0.023846000025514513,293.6996458785746,293.6996458785746,0.0,1
rho=0.352671998,minimax-d0.33333,False,0,0.18925510003464296,0.504423082403453,0.504423082403453,0.0,1
rho=0.352671998,minimax-d0.33333/Pareto-tie,False,0,0.03872599999886006,882.3493235551246,882.3493235551246,0.0,1
rho=0.000000000,vertex-d0.33333-0,False,0,0.037142899993341416,215.31325440475484,215.31325440475484,0.0,1
rho=0.000000000,vertex-d0.33333-1,False,0,0.015495700004976243,313.2624825397896,313.2624825397896,0.0,1
rho=0.000000000,vertex-d0.33333-2,False,0,0.03074759995797649,117.08106664278313,117.08106664278313,0.0,1
rho=0.000000000,vertex-d0.33333-3,False,0,0.03678059997037053,312.9795229128524,312.9795229128524,0.0,1
rho=0.000000000,vertex-d0.33333-4,False,0,0.0314039999502711,116.79810701584601,116.79810701584601,0.0,1
rho=0.000000000,vertex-d0.33333-5,False,0,0.031029900012072176,214.7473351508806,214.7473351508806,0.0,1
rho=0.000000000,minimax-d0.33333,False,0,0.027014799998141825,0.0,0.0,0.0,1
rho=0.000000000,minimax-d0.33333/Pareto-tie,False,0,0.03519260004395619,645.0908843334533,645.0908843334533,0.0,1
preference-偏重时间-0.3333333333333333,vertex-d0.33333-0,False,0,0.029677600017748773,137.1802395982769,137.1802395982769,0.0,1
preference-偏重时间-0.3333333333333333,vertex-d0.33333-1,False,0,0.014930500008631498,235.12946773331151,235.12946773331151,0.0,1
preference-偏重时间-0.3333333333333333,vertex-d0.33333-2,False,0,0.016639299981761724,234.84650810637442,234.84650810637442,0.0,1
preference-偏重时间-0.3333333333333333,vertex-d0.33333-3,False,0,0.03578969999216497,38.94805183630506,38.94805183630506,0.0,1
preference-偏重时间-0.3333333333333333,vertex-d0.33333-4,False,0,0.02590580005198717,38.66509220936796,38.66509220936796,0.0,1
preference-偏重时间-0.3333333333333333,vertex-d0.33333-5,False,0,0.038934199954383075,136.6143203444026,136.6143203444026,0.0,1
preference-偏重时间-0.3333333333333333,minimax-d0.33333,False,0,0.04191640001954511,0.0,0.0,0.0,1
preference-偏重时间-0.3333333333333333,minimax-d0.33333/Pareto-tie,False,0,0.02793420001398772,645.0908843334533,645.0908843334533,0.0,1
rho=0.352672998,infeasibility-certificate,False,2,0.0012826999882236123,,,,0
rho=0.150000000,vertex-d0.33333-0,False,0,0.027601599984336644,215.31325440475484,215.31325440475484,0.0,1
rho=0.150000000,vertex-d0.33333-1,False,0,0.015316600038204342,313.2624825397896,313.2624825397896,0.0,1
rho=0.150000000,vertex-d0.33333-2,False,0,0.02802129997871816,117.08106664278313,117.08106664278313,0.0,1
rho=0.150000000,vertex-d0.33333-3,False,0,0.018641899980138987,312.9795229128524,312.9795229128524,0.0,1
rho=0.150000000,vertex-d0.33333-4,False,0,0.027760300028603524,116.79810701584601,116.79810701584601,0.0,1
rho=0.150000000,vertex-d0.33333-5,False,0,0.018218800018075854,214.74733515088067,214.74733515088067,0.0,1
rho=0.150000000,minimax-d0.33333,False,0,0.029972499993164092,0.0,0.0,0.0,1
rho=0.150000000,minimax-d0.33333/Pareto-tie,False,0,0.03331810003146529,645.0908843334533,645.0908843334533,0.0,1
eta=0.72,vertex-d0.33333-0,False,0,0.02437410003039986,215.31325440475487,215.31325440475487,0.0,1
eta=0.72,vertex-d0.33333-1,False,0,0.01443509996170178,313.2624825397896,313.2624825397896,0.0,1
eta=0.72,vertex-d0.33333-2,False,0,0.027346299961209297,117.08106664278313,117.08106664278313,0.0,1
eta=0.72,vertex-d0.33333-3,False,0,0.024213200027588755,312.9795229128524,312.9795229128524,0.0,1
eta=0.72,vertex-d0.33333-4,False,0,0.027283200004603714,116.79810701584601,116.79810701584601,0.0,1
eta=0.72,vertex-d0.33333-5,False,0,0.015354900038801134,214.74733515088064,214.74733515088064,0.0,1
eta=0.72,minimax-d0.33333,False,0,0.029787400038912892,0.0,0.0,0.0,1
eta=0.72,minimax-d0.33333/Pareto-tie,False,0,0.0248524000053294,645.0908843334533,645.0908843334533,0.0,1
eta=0.84,vertex-d0.33333-0,False,0,0.016052599996328354,214.06317907367037,214.06317907367037,0.0,1
eta=0.84,vertex-d0.33333-1,False,0,0.02726429997710511,311.3294236726145,311.3294236726145,0.0,1
eta=0.84,vertex-d0.33333-2,False,0,0.02717250003479421,116.45602897724088,116.45602897724088,0.0,1
eta=0.84,vertex-d0.33333-3,False,0,0.01877349999267608,311.0464640456774,311.0464640456774,0.0,1
eta=0.84,vertex-d0.33333-4,False,0,0.02685250004287809,116.17306935030376,116.17306935030376,0.0,1
eta=0.84,vertex-d0.33333-5,False,0,0.014116499980445951,213.49725981979617,213.49725981979617,0.0,1
eta=0.84,minimax-d0.33333,False,0,0.08314110001083463,0.0579458705484313,0.0579458705484313,0.0,1
eta=0.84,minimax-d0.33333/Pareto-tie,False,0,0.03106920002028346,641.3406583401999,641.3406583401999,0.0,1
eta=0.78,vertex-d0.33333-0,False,0,0.029222599987406284,214.64013691878628,214.64013691878628,0.0,1
eta=0.78,vertex-d0.33333-1,False,0,0.0325209999573417,312.2216046882338,312.2216046882338,0.0,1
eta=0.78,vertex-d0.33333-2,False,0,0.05105360003653914,116.74450789979883,116.74450789979883,0.0,1
eta=0.78,vertex-d0.33333-3,False,0,0.046423899999354035,311.93864506129665,311.93864506129665,0.0,1
eta=0.78,vertex-d0.33333-4,False,0,0.04772010003216565,116.46154827286173,116.46154827286173,0.0,1
eta=0.78,vertex-d0.33333-5,False,0,0.0257088000071235,214.07421766491208,214.07421766491208,0.0,1
eta=0.78,minimax-d0.33333,False,0,0.2653482000459917,0.03120162260287039,0.03120162260287039,0.0,39
eta=0.78,minimax-d0.33333/Pareto-tie,False,0,0.047477399988565594,643.0715318755476,643.0715318755476,0.0,1
