job,seed,route_master,schedule,status,verification,errors
随机偏好07,202602,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 12.804398117683082, 'lower_bound': 12.804398117683082, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202602, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 9773.118887895405, 'lower_bound': 4128.352756961288, 'mip_gap': 0.5775808312252805, 'nodes': 2407, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81658.9615329403, 'seed': 202602, 'matrix_residual': 6.821210263296962e-13, 'integer_error': 3.5638159090467525e-14, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None)', 'has_incumbent': False, 'success': False, 'optimal': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capC': 9773.118887895405, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81658.9615329403, 'seed': 202603}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
随机偏好06,202601,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 15.097970034019374, 'lower_bound': 15.097970034019374, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202601, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 9834.117832942291, 'lower_bound': 3488.3891726807424, 'mip_gap': 0.6452768583883194, 'nodes': 1985, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81658.9615329403, 'seed': 202601, 'matrix_residual': 1.7898855730891228e-09, 'integer_error': 4.7102968798042645e-14, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 704.023411370874, 'lower_bound': 0.0, 'mip_gap': 1.0, 'nodes': 1290, 'capC': 9834.117832942291, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81658.9615329403, 'seed': 202602, 'matrix_residual': 1.7763568394002505e-15, 'integer_error': 1.7763568394002505e-15, 'accepted': True}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
随机偏好08,202603,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 11.341036430871227, 'lower_bound': 11.341036430871227, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202603, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 9675.838482561718, 'lower_bound': 2956.8234508295827, 'mip_gap': 0.6944116568131518, 'nodes': 1132, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81658.9615329403, 'seed': 202603, 'matrix_residual': 6.402842700481415e-10, 'integer_error': 5.906386491005833e-14, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None)', 'has_incumbent': False, 'success': False, 'optimal': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capC': 9675.838482561718, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81658.9615329403, 'seed': 202604}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
随机偏好09,202604,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 12.478069269235997, 'lower_bound': 12.478069269235997, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202604, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 10017.291153924567, 'lower_bound': 4208.655417183139, 'mip_gap': 0.5798609272194035, 'nodes': 2057, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81658.9615329403, 'seed': 202604, 'matrix_residual': 6.821210263296962e-13, 'integer_error': 3.1632431434666606e-15, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 629.1545231070161, 'lower_bound': 0.0, 'mip_gap': 1.0, 'nodes': 1558, 'capC': 10017.291153924567, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81658.9615329403, 'seed': 202605, 'matrix_residual': 4.3655745685100555e-11, 'integer_error': 5.379800352347203e-16, 'accepted': True}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
随机偏好10,202605,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 15.622889197697905, 'lower_bound': 15.622889197697905, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202605, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 10313.172673931722, 'lower_bound': 2436.1777110992607, 'mip_gap': 0.7637799939821517, 'nodes': 801, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81658.9615329403, 'seed': 202605, 'matrix_residual': 2.220446049250313e-16, 'integer_error': 2.220446049250313e-16, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None)', 'has_incumbent': False, 'success': False, 'optimal': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capC': 10313.172673931718, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81658.9615329403, 'seed': 202606}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
随机偏好11,202606,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 12.313436989881241, 'lower_bound': 12.313436989881241, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202606, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 10861.945738453924, 'lower_bound': 2436.1777110992607, 'mip_gap': 0.7757144281733428, 'nodes': 150, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81658.9615329403, 'seed': 202606, 'matrix_residual': 9.094947017729282e-13, 'integer_error': 0.0, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None)', 'has_incumbent': False, 'success': False, 'optimal': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capC': 10861.945738453924, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81658.9615329403, 'seed': 202607}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
随机偏好12,202607,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 12.783574558751605, 'lower_bound': 12.783574558751605, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202607, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 12947.338371579055, 'lower_bound': 2436.1777110992607, 'mip_gap': 0.8118394961819365, 'nodes': 178, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81658.9615329403, 'seed': 202607, 'matrix_residual': 2.9103830456733704e-11, 'integer_error': 0.0, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 380.3831350275685, 'lower_bound': 0.0, 'mip_gap': 1.0, 'nodes': 878, 'capC': 12947.338371579057, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81658.9615329403, 'seed': 202608, 'matrix_residual': 0.0, 'integer_error': 0.0, 'accepted': True}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
随机偏好13,202608,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 17.323262438200928, 'lower_bound': 17.323262438200928, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202608, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 9631.68262921339, 'lower_bound': 4208.655417183141, 'mip_gap': 0.5630404801318856, 'nodes': 931, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81658.9615329403, 'seed': 202608, 'matrix_residual': 2.886579864025407e-15, 'integer_error': 2.1094237467877974e-15, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None)', 'has_incumbent': False, 'success': False, 'optimal': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capC': 9631.68262921339, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81658.9615329403, 'seed': 202609}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
随机偏好14,202609,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 8.676287362899732, 'lower_bound': 8.676287362899732, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202609, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 10638.063838419264, 'lower_bound': 2436.1777110992607, 'mip_gap': 0.770994257216146, 'nodes': 899, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81658.9615329403, 'seed': 202609, 'matrix_residual': 4.656612873077393e-10, 'integer_error': 1.6275869541004795e-13, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 794.3578745530995, 'lower_bound': 0.0, 'mip_gap': 1.0, 'nodes': 264, 'capC': 10638.063838419264, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81658.9615329403, 'seed': 202610, 'matrix_residual': 3.1086244689504383e-15, 'integer_error': 3.1086244689504383e-15, 'accepted': True}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
随机偏好15,202610,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 13.171284827533668, 'lower_bound': 13.171284827533668, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202610, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 9897.170735045862, 'lower_bound': 2436.1777110992607, 'mip_gap': 0.7538510978220513, 'nodes': 1300, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81658.9615329403, 'seed': 202610, 'matrix_residual': 6.139089236967266e-12, 'integer_error': 0.0, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 629.9566663019467, 'lower_bound': 0.0, 'mip_gap': 1.0, 'nodes': 910, 'capC': 9897.170735045867, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81658.9615329403, 'seed': 202611, 'matrix_residual': 0.0, 'integer_error': 0.0, 'accepted': True}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
随机偏好16,202601,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 11.98069372072607, 'lower_bound': 11.98069372072607, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202601, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 9834.117832942291, 'lower_bound': 2436.1777110992607, 'mip_gap': 0.7522728777014892, 'nodes': 1025, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81658.9615329403, 'seed': 202601, 'matrix_residual': 1.7898855730891228e-09, 'integer_error': 4.7102968798042645e-14, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 704.023411370874, 'lower_bound': 0.0, 'mip_gap': 1.0, 'nodes': 362, 'capC': 9834.117832942291, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81658.9615329403, 'seed': 202602, 'matrix_residual': 1.7763568394002505e-15, 'integer_error': 1.7763568394002505e-15, 'accepted': True}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
随机偏好17,202602,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 12.039432734484915, 'lower_bound': 12.039432734484915, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202602, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 9773.118887895405, 'lower_bound': 4013.7362998099106, 'mip_gap': 0.5893085568844185, 'nodes': 1543, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81658.9615329403, 'seed': 202602, 'matrix_residual': 6.821210263296962e-13, 'integer_error': 3.5638159090467525e-14, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None)', 'has_incumbent': False, 'success': False, 'optimal': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capC': 9773.118887895405, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81658.9615329403, 'seed': 202603}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
随机偏好18,202603,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 11.485872605506312, 'lower_bound': 11.485872605506312, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202603, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None)', 'has_incumbent': False, 'success': False, 'optimal': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81658.9615329403, 'seed': 202603}]",no_schedule_incumbent,,
随机偏好19,202604,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 15.269637534132086, 'lower_bound': 15.269637534132086, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202604, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 10451.948020017764, 'lower_bound': 4208.655417183139, 'mip_gap': 0.5973329173544831, 'nodes': 1063, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81658.9615329403, 'seed': 202604, 'matrix_residual': 2.1827872842550278e-10, 'integer_error': 4.0131914562738323e-14, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 468.7442615095397, 'lower_bound': 0.0, 'mip_gap': 1.0, 'nodes': 932, 'capC': 10451.948020017746, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81658.9615329403, 'seed': 202605, 'matrix_residual': 0.0, 'integer_error': 0.0, 'accepted': True}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
随机偏好20,202605,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 6.467325059106129, 'lower_bound': 6.467325059106129, 'mip_gap': 0.0, 'nodes': 1, 'capN': None, 'capE': None, 'seed': 202605, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 10313.172673931722, 'lower_bound': 2436.1777110992607, 'mip_gap': 0.7637799939821517, 'nodes': 699, 'capC': None, 'capL': None, 'variables': 1318, 'constraints': 2960, 'horizon': 81658.9615329403, 'seed': 202605, 'matrix_residual': 2.220446049250313e-16, 'integer_error': 2.220446049250313e-16, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None)', 'has_incumbent': False, 'success': False, 'optimal': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capC': 10313.172673931718, 'capL': None, 'variables': 1318, 'constraints': 2961, 'horizon': 81658.9615329403, 'seed': 202606}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
自适应ε-N20-E58.476-L380.383,202601,"{'stage': 'route_master', 'status': 2, 'message': 'The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None)', 'has_incumbent': False, 'success': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capN': 20, 'capE': 58.475593934269845, 'seed': 202601, 'candidates': 1724}",,no_route_incumbent,,
自适应ε-N20-E58.476-L1119.391,202602,"{'stage': 'route_master', 'status': 2, 'message': 'The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None)', 'has_incumbent': False, 'success': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capN': 20, 'capE': 58.475593934269845, 'seed': 202602, 'candidates': 1724}",,no_route_incumbent,,
自适应ε-N20-E59.669-L380.383,202603,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 12.517845906821567, 'lower_bound': 12.517845906821567, 'mip_gap': 0.0, 'nodes': 1, 'capN': 20, 'capE': 59.66897340231617, 'seed': 202603, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 10861.945738453924, 'lower_bound': 2436.1777110992607, 'mip_gap': 0.7757144281733428, 'nodes': 929, 'capC': None, 'capL': 380.38313502756847, 'variables': 1318, 'constraints': 2961, 'horizon': 81601.18179050676, 'seed': 202603, 'matrix_residual': 9.094947017729282e-13, 'integer_error': 0.0, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 291.4013624279095, 'lower_bound': 0.0, 'mip_gap': 1.0, 'nodes': 1114, 'capC': 10861.945738453924, 'capL': 380.38313502756847, 'variables': 1318, 'constraints': 2962, 'horizon': 81601.18179050676, 'seed': 202604, 'matrix_residual': 9.094947017729282e-13, 'integer_error': 0.0, 'accepted': True}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
自适应ε-N20-E59.669-L1119.391,202604,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 12.517845906821567, 'lower_bound': 12.517845906821567, 'mip_gap': 0.0, 'nodes': 1, 'capN': 20, 'capE': 59.66897340231617, 'seed': 202604, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 10919.957191397603, 'lower_bound': 2436.1777110992607, 'mip_gap': 0.7769059284391331, 'nodes': 720, 'capC': None, 'capL': 1119.3905813132303, 'variables': 1318, 'constraints': 2961, 'horizon': 81601.18179050676, 'seed': 202604, 'matrix_residual': 9.094947017729282e-13, 'integer_error': 0.0, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 723.3745010281134, 'lower_bound': 0.0, 'mip_gap': 1.0, 'nodes': 821, 'capC': 10919.957191397603, 'capL': 1119.3905813132303, 'variables': 1318, 'constraints': 2962, 'horizon': 81601.18179050676, 'seed': 202605, 'matrix_residual': 1.4551915228366852e-11, 'integer_error': 2.220446049250313e-16, 'accepted': True}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
自适应ε-N22-E58.476-L380.383,202607,"{'stage': 'route_master', 'status': 2, 'message': 'The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None)', 'has_incumbent': False, 'success': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capN': 22, 'capE': 58.475593934269845, 'seed': 202607, 'candidates': 1724}",,no_route_incumbent,,
自适应ε-N22-E58.476-L1119.391,202608,"{'stage': 'route_master', 'status': 2, 'message': 'The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None)', 'has_incumbent': False, 'success': False, 'objective': None, 'lower_bound': None, 'mip_gap': None, 'nodes': 0, 'capN': 22, 'capE': 58.475593934269845, 'seed': 202608, 'candidates': 1724}",,no_route_incumbent,,
自适应ε-N20-E62.656-L380.383,202605,"{'stage': 'route_master', 'status': 0, 'message': 'Optimization terminated successfully. (HiGHS Status 7: Optimal)', 'has_incumbent': True, 'success': True, 'objective': 12.517845906821567, 'lower_bound': 12.517845906821567, 'mip_gap': 0.0, 'nodes': 1, 'capN': 20, 'capE': 62.65581231384894, 'seed': 202605, 'candidates': 1724, 'accepted': True, 'selected_routes': 20}","[{'stage': 'C', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 12505.027933535472, 'lower_bound': 2626.637244397617, 'mip_gap': 0.7899535084321075, 'nodes': 534, 'capC': None, 'capL': 380.38313502756847, 'variables': 1318, 'constraints': 2961, 'horizon': 81601.18179050676, 'seed': 202605, 'matrix_residual': 4.3655745685100555e-11, 'integer_error': 4.440892098500626e-16, 'accepted': True}, {'stage': 'L', 'status': 1, 'message': 'Time limit reached. (HiGHS Status 13: Time limit reached)', 'has_incumbent': True, 'success': False, 'optimal': False, 'objective': 373.07383869627586, 'lower_bound': 0.0, 'mip_gap': 1.0, 'nodes': 1026, 'capC': 12505.027933535472, 'capL': 380.38313502756847, 'variables': 1318, 'constraints': 2962, 'horizon': 81601.18179050676, 'seed': 202606, 'matrix_residual': 1.8189894035458565e-12, 'integer_error': 1.3322676295501878e-15, 'accepted': True}]",feasible,"{'route_physics': True, 'unique_coverage': True, 'destination': True, 'hard_deadlines': True, 'delivery_rebuild': True, 'uav_nonoverlap': True, 'battery_nonoverlap': True, 'soc': True, 'objective': True, 'all': True}",[]
